bigram,log_odds_ratio
way means,-0.3011
keep company,-0.3011
used older,-0.3011
behind back,-0.3011
open top,-0.3011
longer use,-0.3011
bought instead,-0.3011
account account,-0.3011
makes bed,-0.3011
version never,-0.3011
missed mark,-0.3011
one quick,-0.3011
say certainty,-0.3011
recently noticed,-0.3011
sure problem,-0.3011
tried worked,-0.3011
price almost,-0.3011
pay monthly,-0.3011
second photo,-0.3011
feel real,-0.3011
pattern pattern,-0.3011
never give,-0.3011
far little,-0.3011
work amazon,-0.3011
lights blue,-0.3011
love song,-0.3011
right room,-0.3011
issue also,-0.3011
spent little,-0.3011
save video,-0.3011
day even,-0.3011
used indoors,-0.3011
came packs,-0.3011
would share,-0.3011
filters two,-0.3011
filter make,-0.3011
working years,-0.3011
really anything,-0.3011
various ways,-0.3011
calcium iron,-0.3011
video playback,-0.3011
true get,-0.3011
amazon cancelled,-0.3011
without adapter,-0.3011
relaxing music,-0.3011
keep falling,-0.3011
inside book,-0.3011
excited use,-0.3011
turkey tendons,-0.3011
keep box,-0.3011
reviews make,-0.3011
call day,-0.3011
hell want,-0.3011
issue said,-0.3011
bought mom,-0.3011
figured time,-0.3011
pay double,-0.3011
com get,-0.3011
one song,-0.3011
son bought,-0.3011
show completed,-0.3011
flavor first,-0.3011
know yet,-0.3011
well believe,-0.3011
first made,-0.3011
read free,-0.3011
crazy read,-0.3011
well cast,-0.3011
item next,-0.3011
water best,-0.3011
forward watching,-0.3011
buy better,-0.3011
saying thank,-0.3011
system stay,-0.3011
figure bet,-0.3011
tried kill,-0.3011
mins later,-0.3011
would notice,-0.3011
type music,-0.3011
started coming,-0.3011
mounted garage,-0.3011
money something,-0.3011
device look,-0.3011
kindle little,-0.3011
captain america,-0.3011
every lie,-0.3011
story content,-0.3011
read something,-0.3011
issues hearing,-0.3011
new diapers,-0.3011
need upload,-0.3011
residue would,-0.3011
inside amazon,-0.3011
amazon sure,-0.3011
another months,-0.3011
much content,-0.3011
subscription cloud,-0.3011
update modem,-0.3011
extra step,-0.3011
support person,-0.3011
new arrived,-0.3011
add money,-0.3011
via blink,-0.3011
problems husband,-0.3011
hockey pucks,-0.3011
series much,-0.3011
negative things,-0.3011
floor result,-0.3011
box new,-0.3011
side add,-0.3011
music alexa,-0.3011
float boat,-0.3011
thought buying,-0.3011
home want,-0.3011
products amazon,-0.3011
body face,-0.3011
series knew,-0.3011
money one,-0.3011
size old,-0.3011
cant really,-0.3011
upload speeds,-0.3011
card work,-0.3011
new mexico,-0.3011
series order,-0.3011
years noticed,-0.3011
filled morning,-0.3011
also control,-0.3011
bag cup,-0.3011
get nothing,-0.3011
printed paper,-0.3011
friend said,-0.3011
sorry purchased,-0.3011
entirely different,-0.3011
long hold,-0.3011
norton products,-0.3011
received magazines,-0.3011
use deck,-0.3011
else problem,-0.3011
broke fix,-0.3011
made simple,-0.3011
great thick,-0.3011
hint water,-0.3011
prior buying,-0.3011
real hydro,-0.3011
going die,-0.3011
bought wanted,-0.3011
water times,-0.3011
account sure,-0.3011
nest hub,-0.3011
device used,-0.3011
next device,-0.3011
attempt make,-0.3011
worth first,-0.3011
review instead,-0.3011
sides makes,-0.3011
ago loved,-0.3011
well held,-0.3011
testing days,-0.3011
drinking half,-0.3011
makes way,-0.3011
flavors tried,-0.3011
diaper size,-0.3011
told friends,-0.3011
polar patterns,-0.3011
also last,-0.3011
unable download,-0.3011
kept reading,-0.3011
sure reviewers,-0.3011
second stick,-0.3011
devices one,-0.3011
room lights,-0.3011
website amazon,-0.3011
worse new,-0.3011
seen amazon,-0.3011
kitchen table,-0.3011
use button,-0.3011
get buying,-0.3011
great stainless,-0.3011
get bottle,-0.3011
hardware limitation,-0.3011
much get,-0.3011
series new,-0.3011
finding good,-0.3011
camera advertised,-0.3011
update month,-0.3011
takes hours,-0.3011
great performance,-0.3011
darn thing,-0.3011
without permission,-0.3011
trying work,-0.3011
going send,-0.3011
least ten,-0.3011
size paper,-0.3011
spent almost,-0.3011
would lost,-0.3011
scale like,-0.3011
edit case,-0.3011
changing things,-0.3011
judge distance,-0.3011
sorely disappointed,-0.3011
destroyed camera,-0.3011
catch fire,-0.3011
pain clean,-0.3011
like girl,-0.3011
ambient light,-0.3011
screen point,-0.3011
guy named,-0.3011
use advertised,-0.3011
stroller car,-0.3011
amount greed,-0.3011
means despite,-0.3011
device features,-0.3011
smell horrible,-0.3011
monitor house,-0.3011
box crushed,-0.3011
good must,-0.3011
black screen,-0.3011
similar problems,-0.3011
time limit,-0.3011
day tell,-0.3011
first three,-0.3011
order page,-0.3011
hair dryer,-0.3011
kids held,-0.3011
food would,-0.3011
maybe bad,-0.3011
island per,-0.3011
could argue,-0.3011
filter takes,-0.3011
gone girl,-0.3011
bottle wine,-0.3011
devices also,-0.3011
yeah get,-0.3011
find actual,-0.3011
anyway people,-0.3011
say tell,-0.3011
still warranty,-0.3011
every sunday,-0.3011
free safe,-0.3011
would useful,-0.3011
ask set,-0.3011
room find,-0.3011
kindle update,-0.3011
past day,-0.3011
day placed,-0.3011
day kindle,-0.3011
fix two,-0.3011
awhile get,-0.3011
things worse,-0.3011
trying break,-0.3011
know hand,-0.3011
issues started,-0.3011
book reviews,-0.3011
cam ring,-0.3011
exact model,-0.3011
wine food,-0.3011
seriously every,-0.3011
past wanted,-0.3011
bought thinking,-0.3011
foot hose,-0.3011
run cleaning,-0.3011
thing since,-0.3011
applications still,-0.3011
stand around,-0.3011
wide mouthed,-0.3011
devices well,-0.3011
one highest,-0.3011
walk bathroom,-0.3011
also wish,-0.3011
horrible idea,-0.3011
held attention,-0.3011
much useless,-0.3011
view pretty,-0.3011
phone done,-0.3011
upload download,-0.3011
much thicker,-0.3011
barely made,-0.3011
said hair,-0.3011
need credit,-0.3011
stuff sure,-0.3011
make video,-0.3011
buying item,-0.3011
daily coffee,-0.3011
content netflix,-0.3011
newly built,-0.3011
change change,-0.3011
kind hearted,-0.3011
month may,-0.3011
hours make,-0.3011
loud obnoxious,-0.3011
duracell batteries,-0.3011
far luck,-0.3011
money device,-0.3011
food use,-0.3011
great except,-0.3011
however even,-0.3011
bought replacement,-0.3011
many get,-0.3011
time ask,-0.3011
times amazon,-0.3011
made ones,-0.3011
took microsoft,-0.3011
book given,-0.3011
received call,-0.3011
one magazine,-0.3011
ordered bag,-0.3011
three ordered,-0.3011
would google,-0.3011
completely dead,-0.3011
walmart com,-0.3011
last entire,-0.3011
amazon throw,-0.3011
repurchase another,-0.3011
new wipes,-0.3011
couple ounces,-0.3011
test looking,-0.3011
love past,-0.3011
pull away,-0.3011
twist coming,-0.3011
reviews true,-0.3011
software activate,-0.3011
installing setting,-0.3011
like either,-0.3011
fast amazon,-0.3011
devices installed,-0.3011
way inside,-0.3011
company states,-0.3011
one annoying,-0.3011
older kids,-0.3011
critical review,-0.3011
others stated,-0.3011
changed ingredients,-0.3011
filter replacement,-0.3011
charge battery,-0.3011
away would,-0.3011
many parts,-0.3011
empty bottle,-0.3011
full screen,-0.3011
outside wanted,-0.3011
heard noises,-0.3011
one dry,-0.3011
seems pick,-0.3011
put face,-0.3011
hollywood crap,-0.3011
tool help,-0.3011
way explain,-0.3011
camera recording,-0.3011
character voices,-0.3011
male lead,-0.3011
much flavor,-0.3011
pay additional,-0.3011
beginning movie,-0.3011
something well,-0.3011
box another,-0.3011
diet water,-0.3011
mean time,-0.3011
plastic lid,-0.3011
smelled good,-0.3011
america anyway,-0.3011
dead air,-0.3011
pumpkin seeds,-0.3011
leaks time,-0.3011
updating firmware,-0.3011
got different,-0.3011
problem free,-0.3011
story reading,-0.3011
sure happened,-0.3011
problem would,-0.3011
doorbell would,-0.3011
open product,-0.3011
still horrible,-0.3011
take trip,-0.3011
tell card,-0.3011
reviewers mentioning,-0.3011
part subscription,-0.3011
bought least,-0.3011
cut paste,-0.3011
want way,-0.3011
longer anything,-0.3011
fine tune,-0.3011
need spend,-0.3011
camera remotely,-0.3011
michelle yeoh,-0.3011
amazon microsoft,-0.3011
room window,-0.3011
home figured,-0.3011
lightweight plastic,-0.3011
baby room,-0.3011
summer long,-0.3011
return threw,-0.3011
book received,-0.3011
camera day,-0.3011
reads mind,-0.3011
know usually,-0.3011
upon delivery,-0.3011
mess would,-0.3011
would purchased,-0.3011
let amazon,-0.3011
stickers purchased,-0.3011
sit see,-0.3011
used purchase,-0.3011
first ones,-0.3011
away know,-0.3011
back using,-0.3011
much still,-0.3011
reading many,-0.3011
ten pounds,-0.3011
less days,-0.3011
also somehow,-0.3011
top volume,-0.3011
past old,-0.3011
kids smell,-0.3011
box charge,-0.3011
always played,-0.3011
say made,-0.3011
porch well,-0.3011
thing listen,-0.3011
ring new,-0.3011
product back,-0.3011
price might,-0.3011
slow case,-0.3011
download upload,-0.3011
per camera,-0.3011
old cotton,-0.3011
something bed,-0.3011
turning lights,-0.3011
follow review,-0.3011
get defective,-0.3011
disappointed using,-0.3011
last sunday,-0.3011
names like,-0.3011
could send,-0.3011
damaged paint,-0.3011
wipes would,-0.3011
wait another,-0.3011
link redeem,-0.3011
except bit,-0.3011
nice would,-0.3011
like seen,-0.3011
purchase products,-0.3011
purchased blink,-0.3011
turned every,-0.3011
concern say,-0.3011
see finally,-0.3011
immediately put,-0.3011
overnight next,-0.3011
lasted almost,-0.3011
none buy,-0.3011
liked know,-0.3011
favorite feature,-0.3011
two cups,-0.3011
book collections,-0.3011
lost item,-0.3011
thinner others,-0.3011
welcome box,-0.3011
brand model,-0.3011
let rest,-0.3011
read right,-0.3011
ordered cards,-0.3011
electric sharpener,-0.3011
birthday cake,-0.3011
see complete,-0.3011
return one,-0.3011
iphone see,-0.3011
started whole,-0.3011
version use,-0.3011
four polar,-0.3011
sub save,-0.3011
including commercial,-0.3011
buying even,-0.3011
asks every,-0.3011
noticed packaging,-0.3011
updated new,-0.3011
actually way,-0.3011
able remember,-0.3011
used detect,-0.3011
one carefully,-0.3011
though started,-0.3011
ivy league,-0.3011
grain allergy,-0.3011
screw hole,-0.3011
put fit,-0.3011
reading something,-0.3011
mildew resistant,-0.3011
adult content,-0.3011
buy going,-0.3011
buying filters,-0.3011
inside filter,-0.3011
one gonna,-0.3011
work idea,-0.3011
motion alerts,-0.3011
expected better,-0.3011
even someone,-0.3011
like cute,-0.3011
performance went,-0.3011
experience want,-0.3011
filter new,-0.3011
found fruit,-0.3011
second gen,-0.3011
bright room,-0.3011
home improvement,-0.3011
work went,-0.3011
comfortable using,-0.3011
day honestly,-0.3011
great walk,-0.3011
pick motion,-0.3011
used mechanical,-0.3011
internet working,-0.3011
major reason,-0.3011
time place,-0.3011
amazon allow,-0.3011
literally thing,-0.3011
seemed well,-0.3011
pushed new,-0.3011
amazon thinks,-0.3011
instructions pretty,-0.3011
mail carrier,-0.3011
part movie,-0.3011
many bags,-0.3011
town would,-0.3011
stop saying,-0.3011
within month,-0.3011
audio interfaces,-0.3011
air many,-0.3011
trying keep,-0.3011
read written,-0.3011
review thing,-0.3011
real story,-0.3011
several devices,-0.3011
provide update,-0.3011
things even,-0.3011
four five,-0.3011
money must,-0.3011
problem immediately,-0.3011
sun shining,-0.3011
thrilled see,-0.3011
information get,-0.3011
rest house,-0.3011
due heavy,-0.3011
literally fall,-0.3011
opened looked,-0.3011
return non,-0.3011
bed love,-0.3011
food cats,-0.3011
research well,-0.3011
item back,-0.3011
clothes first,-0.3011
first device,-0.3011
voice command,-0.3011
dish towel,-0.3011
lower stomach,-0.3011
pops back,-0.3011
peets coffee,-0.3011
direct quote,-0.3011
husband literally,-0.3011
box tried,-0.3011
summer rolled,-0.3011
tons fun,-0.3011
going far,-0.3011
opinion nice,-0.3011
review well,-0.3011
write bad,-0.3011
foam would,-0.3011
seems get,-0.3011
flies really,-0.3011
leave bad,-0.3011
following year,-0.3011
son past,-0.3011
like plastic,-0.3011
characters would,-0.3011
something work,-0.3011
wanted leave,-0.3011
sitting ground,-0.3011
last order,-0.3011
storage screen,-0.3011
early life,-0.3011
also difficult,-0.3011
sure others,-0.3011
fresh ones,-0.3011
really sick,-0.3011
natural ingredients,-0.3011
wrote back,-0.3011
started come,-0.3011
many levels,-0.3011
pad came,-0.3011
came completely,-0.3011
video would,-0.3011
even purchased,-0.3011
god knows,-0.3011
said bought,-0.3011
board games,-0.3011
barely work,-0.3011
probably much,-0.3011
name would,-0.3011
could good,-0.3011
replacement replacement,-0.3011
size lasted,-0.3011
amazon used,-0.3011
see better,-0.3011
went another,-0.3011
windows app,-0.3011
video work,-0.3011
open inside,-0.3011
got bad,-0.2555
bought card,-0.2502
made china,-0.2502
best buy,-0.2435
four hours,-0.2433
email amazon,-0.2433
sparkling ice,-0.2432
card file,-0.2432
find another,-0.2432
keep getting,-0.2221
week half,-0.2219
see happened,-0.2219
box set,-0.2219
chime pro,-0.2219
device would,-0.2219
still available,-0.2219
managed get,-0.2219
subscription service,-0.2219
last couple,-0.2219
home depot,-0.2219
one box,-0.2219
could write,-0.2219
wet brush,-0.2219
amazon bought,-0.2219
every seconds,-0.2219
take seconds,-0.2219
even want,-0.2219
red flag,-0.2219
product years,-0.2219
update well,-0.2219
popular mechanics,-0.2219
monthly fee,-0.2219
amazon give,-0.2219
water filter,-0.2087
almost immediately,-0.2044
finish book,-0.2043
return policy,-0.2043
even close,-0.2043
home screen,-0.2043
like got,-0.2043
poor quality,-0.1999
blah blah,-0.1965
product description,-0.1965
makes want,-0.1921
product amazon,-0.1763
get replacement,-0.1763
time still,-0.1763
turn back,-0.1762
got worse,-0.1762
white man,-0.1762
years would,-0.1762
card thought,-0.1762
wiper blades,-0.1762
getting much,-0.1762
bought item,-0.1762
back get,-0.1762
product made,-0.1762
thing right,-0.1761
camera mounted,-0.1761
hardware software,-0.1761
reviews even,-0.1761
set amazon,-0.1761
immediately noticed,-0.1761
part setup,-0.1761
harmful chemicals,-0.1761
seat cover,-0.1761
garden life,-0.1761
getting work,-0.1761
buy subscription,-0.1761
every character,-0.1761
future murder,-0.1761
wish purchased,-0.1761
get part,-0.1761
different size,-0.1761
get would,-0.1761
parents would,-0.1761
animal lover,-0.1761
care make,-0.1761
life like,-0.1761
gen dot,-0.1761
break one,-0.1761
years decided,-0.1761
batteries would,-0.1761
replace one,-0.1761
amazon gave,-0.1761
get terrible,-0.1761
received last,-0.1761
unable get,-0.1761
since purchase,-0.1761
notice amazon,-0.1761
children book,-0.1761
wanted start,-0.1761
set expectations,-0.1761
since getting,-0.1761
put gift,-0.1761
activation fee,-0.1761
movie would,-0.1761
one looked,-0.1761
way work,-0.1761
two cameras,-0.1761
man named,-0.1761
product feels,-0.1761
even look,-0.1761
everyone including,-0.1761
anywhere near,-0.1761
used time,-0.1761
someone really,-0.1761
first took,-0.1761
time product,-0.1761
even added,-0.1761
matter buy,-0.1761
amazon look,-0.1761
product quality,-0.1761
good care,-0.1761
excited finally,-0.1761
payment options,-0.1761
take money,-0.1761
body never,-0.1761
time try,-0.1761
spent money,-0.1761
game want,-0.1761
year tried,-0.1761
would given,-0.1761
book far,-0.1761
second purchase,-0.1761
first say,-0.1761
water ppm,-0.1761
filter also,-0.1761
back starting,-0.1761
nursing pads,-0.1761
leave one,-0.1761
liked idea,-0.1761
pay shipping,-0.1761
hair soap,-0.1761
product waste,-0.1761
whole box,-0.1761
young girl,-0.1761
work around,-0.1761
use way,-0.1761
people pay,-0.1761
till last,-0.1761
anything use,-0.1761
quality image,-0.1761
time open,-0.1761
another amazon,-0.1761
get life,-0.1761
release new,-0.1761
warn others,-0.1761
blue one,-0.1761
worse time,-0.1761
far much,-0.1761
get could,-0.1761
dont work,-0.1761
four months,-0.1761
less even,-0.1761
pampers diapers,-0.1761
hate see,-0.1761
things wrong,-0.1761
ones box,-0.1761
installed new,-0.1761
needs work,-0.1761
let forget,-0.1761
bubble mailer,-0.1761
thought may,-0.1761
use day,-0.1761
ending thought,-0.1761
daughter bought,-0.1761
write honest,-0.1761
leaves residue,-0.1761
two would,-0.1761
trying finish,-0.1761
low rating,-0.1761
speed test,-0.1761
back end,-0.1761
done research,-0.1761
bit late,-0.1761
blink cameras,-0.1761
buying something,-0.1761
another hour,-0.1761
days first,-0.1761
runs android,-0.1761
amazon choice,-0.1761
learned lesson,-0.1761
ever looked,-0.1761
received due,-0.1761
ground breaking,-0.1761
better luck,-0.1761
replaced filter,-0.1761
every corner,-0.1761
little bow,-0.1761
saying product,-0.1761
even kind,-0.1761
wipes used,-0.1761
caught one,-0.1761
make movie,-0.1761
camera would,-0.1761
believe one,-0.1761
previously purchased,-0.1761
made face,-0.1761
trying use,-0.1761
system ring,-0.1761
issues would,-0.1761
got last,-0.1761
money better,-0.1761
old bed,-0.1761
recently received,-0.1761
time remember,-0.1761
made aware,-0.1761
wanted add,-0.1761
thing learned,-0.1761
completely changed,-0.1761
dot actually,-0.1761
customer satisfaction,-0.1761
done anything,-0.1761
good months,-0.1761
tiny plastic,-0.1761
swaddle blanket,-0.1761
code click,-0.1761
seemed fine,-0.1761
set iphone,-0.1761
well unfortunately,-0.1761
even send,-0.1761
wireless router,-0.1761
year last,-0.1761
great need,-0.1761
first box,-0.1761
shop lot,-0.1761
story tell,-0.1761
many devices,-0.1761
really needs,-0.1761
keep looking,-0.1761
times month,-0.1761
pain ass,-0.1761
months order,-0.1761
